sale_id,sku_id,product_name,category,sale_date,qty_sold,unit_price_usd,total_revenue_usd,channel,region,return_qty,discount_pct
SALE-9241,SKU-1006,LED Desk Lamp,Electronics,2025-10-21,32,484.57,15506.24,Mobile App,North,0,5
SALE-9242,SKU-1026,Polo Shirt,Clothing,2025-06-23,9,306.0,2754.0,Marketplace,East,0,0
SALE-9243,SKU-1030,Coffee Maker,Home & Kitchen,2026-02-09,20,420.91,8418.2,Mobile App,West,0,0
SALE-9244,SKU-1029,Sport Leggings,Clothing,2025-10-27,50,72.05,3602.5,Mobile App,West,0,0
SALE-9245,SKU-1029,Sport Leggings,Clothing,2026-02-27,41,72.05,2954.05,Website,North,0,0
SALE-9246,SKU-1002,Mechanical Keyboard,Electronics,2025-08-02,28,246.09,6890.52,Marketplace,Central,0,0
SALE-9247,SKU-1043,Sunscreen SPF50,Beauty,2025-04-14,40,334.2,13368.0,Marketplace,North,3,5
SALE-9248,SKU-1003,Gaming Mouse,Electronics,2025-04-29,25,333.92,8348.0,Marketplace,West,0,0
SALE-9249,SKU-1041,Shampoo 500ml,Beauty,2025-12-15,46,482.03,22173.38,Website,Central,0,0
SALE-9250,SKU-1021,Women Jeans,Clothing,2025-07-04,35,366.53,12828.55,Website,West,3,5
SALE-9251,SKU-1044,Lip Balm,Beauty,2025-06-19,49,572.47,28051.03,Mobile App,East,0,5
SALE-9252,SKU-1027,Winter Jacket,Clothing,2025-07-23,4,580.08,2320.32,Website,East,0,5
SALE-9253,SKU-1007,Power Bank,Electronics,2025-10-30,46,304.06,13986.76,B2B Direct,Central,0,0
SALE-9254,SKU-1043,Sunscreen SPF50,Beauty,2026-02-21,5,334.2,1671.0,Mobile App,West,0,15
SALE-9255,SKU-1018,Scissors,Office,2025-04-12,7,125.99,881.93,Mobile App,East,0,0
SALE-9256,SKU-1013,Stapler,Office,2025-11-25,41,274.48,11253.68,Website,East,2,5
SALE-9257,SKU-1008,Smart Speaker,Electronics,2025-11-01,23,298.21,6858.83,Retail Store,West,0,0
SALE-9258,SKU-1004,Webcam,Electronics,2025-03-15,15,342.33,5134.95,B2B Direct,East,0,5
SALE-9259,SKU-1020,Men T-Shirt,Clothing,2025-11-07,38,519.47,19739.86,B2B Direct,Central,0,5
SALE-9260,SKU-1019,Tape Dispenser,Office,2025-05-30,17,477.85,8123.45,Mobile App,West,2,10
SALE-9261,SKU-1003,Gaming Mouse,Electronics,2025-05-18,23,333.92,7680.16,Marketplace,West,0,0
SALE-9262,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-07-28,12,335.88,4030.56,Mobile App,South,0,0
SALE-9263,SKU-1020,Men T-Shirt,Clothing,2025-12-23,9,519.47,4675.23,Retail Store,East,0,5
SALE-9264,SKU-1002,Mechanical Keyboard,Electronics,2026-02-07,21,246.09,5167.89,Marketplace,South,0,20
SALE-9265,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-08-05,8,279.9,2239.2,Website,West,0,15
SALE-9266,SKU-1020,Men T-Shirt,Clothing,2025-05-22,1,371.05,371.05,B2B Direct,Central,0,0
SALE-9267,SKU-1018,Scissors,Office,2025-12-22,43,176.39,7584.77,Mobile App,Central,3,0
SALE-9268,SKU-1044,Lip Balm,Beauty,2025-04-30,47,477.06,22421.82,Retail Store,North,0,0
SALE-9269,SKU-1001,USB-C Hub,Electronics,2025-09-25,40,507.79,20311.6,Mobile App,West,0,0
SALE-9270,SKU-1041,Shampoo 500ml,Beauty,2025-06-11,38,413.17,15700.46,B2B Direct,South,0,0
SALE-9271,SKU-1028,Denim Shorts,Clothing,2026-02-13,43,191.99,8255.57,Website,Central,0,0
SALE-9272,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-11-20,4,304.26,1217.04,Marketplace,West,0,0
SALE-9273,SKU-1024,Baseball Cap,Clothing,2025-09-10,1,124.9,124.9,Marketplace,East,0,0
SALE-9274,SKU-1035,Food Storage Containers,Home & Kitchen,2025-04-17,14,224.6,3144.4,Retail Store,West,0,10
SALE-9275,SKU-1027,Winter Jacket,Clothing,2025-10-02,9,483.4,4350.6,B2B Direct,Central,0,0
SALE-9276,SKU-1033,Cutting Board,Home & Kitchen,2025-08-22,5,355.21,1776.05,B2B Direct,West,0,5
SALE-9277,SKU-1017,Printer Ink Cartridge,Office,2025-10-02,12,587.04,7044.48,B2B Direct,West,0,15
SALE-9278,SKU-1012,Sticky Notes Pack,Office,2025-06-07,25,305.74,7643.5,Marketplace,Central,0,10
SALE-9279,SKU-1037,Air Fryer,Home & Kitchen,2025-08-06,32,250.76,8024.32,B2B Direct,West,0,0
SALE-9280,SKU-1016,Desk Organizer,Office,2025-08-04,41,317.54,13019.14,Retail Store,North,0,0
SALE-9281,SKU-1011,A4 Paper (Ream),Office,2025-11-10,45,721.43,32464.35,Mobile App,North,0,0
SALE-9282,SKU-1004,Webcam,Electronics,2026-01-04,48,342.33,16431.84,Marketplace,Central,0,15
SALE-9283,SKU-1040,Face Moisturizer,Beauty,2026-02-18,31,215.83,6690.73,Website,East,0,0
SALE-9284,SKU-1016,Desk Organizer,Office,2025-05-26,38,317.54,12066.52,Website,South,0,5
SALE-9285,SKU-1022,Hoodie,Clothing,2025-05-26,4,85.9,343.6,Marketplace,East,0,20
SALE-9286,SKU-1003,Gaming Mouse,Electronics,2025-07-30,19,400.7,7613.3,B2B Direct,North,0,5
SALE-9287,SKU-1048,Toner,Beauty,2025-04-21,39,284.78,11106.42,Mobile App,Central,0,10
SALE-9288,SKU-1043,Sunscreen SPF50,Beauty,2025-08-05,18,334.2,6015.6,Marketplace,North,0,10
SALE-9289,SKU-1000,Wireless Earbuds,Electronics,2025-05-13,34,376.49,12800.66,Marketplace,East,0,15
SALE-9290,SKU-1010,Ballpoint Pens (Box),Office,2025-04-25,14,139.01,1946.14,Mobile App,Central,0,10
SALE-9291,SKU-1035,Food Storage Containers,Home & Kitchen,2026-01-12,45,224.6,10107.0,B2B Direct,Central,0,10
SALE-9292,SKU-1007,Power Bank,Electronics,2025-10-03,30,304.06,9121.8,Website,North,1,0
SALE-9293,SKU-1019,Tape Dispenser,Office,2026-02-20,24,477.85,11468.4,Mobile App,West,0,20
SALE-9294,SKU-1011,A4 Paper (Ream),Office,2026-03-02,20,515.31,10306.2,Website,North,0,5
SALE-9295,SKU-1044,Lip Balm,Beauty,2025-06-28,20,572.47,11449.4,Mobile App,South,1,0
SALE-9296,SKU-1048,Toner,Beauty,2025-04-30,5,284.78,1423.9,Website,West,0,0
SALE-9297,SKU-1042,Conditioner 500ml,Beauty,2025-11-21,38,87.92,3340.96,Website,West,1,0
SALE-9298,SKU-1019,Tape Dispenser,Office,2026-02-08,1,477.85,477.85,Website,North,0,15
SALE-9299,SKU-1011,A4 Paper (Ream),Office,2026-02-10,23,515.31,11852.13,Website,North,0,15
SALE-9300,SKU-1037,Air Fryer,Home & Kitchen,2025-08-29,23,250.76,5767.48,Mobile App,Central,0,5
SALE-9301,SKU-1004,Webcam,Electronics,2025-04-23,38,342.33,13008.54,Website,Central,0,20
SALE-9302,SKU-1010,Ballpoint Pens (Box),Office,2025-12-04,1,194.61,194.61,Website,South,0,0
SALE-9303,SKU-1044,Lip Balm,Beauty,2025-12-30,12,667.88,8014.56,Retail Store,North,0,20
SALE-9304,SKU-1027,Winter Jacket,Clothing,2025-06-21,33,580.08,19142.64,Mobile App,West,0,0
SALE-9305,SKU-1029,Sport Leggings,Clothing,2025-04-29,34,72.05,2449.7,Mobile App,West,0,5
SALE-9306,SKU-1002,Mechanical Keyboard,Electronics,2025-04-15,21,246.09,5167.89,Retail Store,North,0,5
SALE-9307,SKU-1019,Tape Dispenser,Office,2026-02-18,29,477.85,13857.65,Mobile App,Central,0,15
SALE-9308,SKU-1012,Sticky Notes Pack,Office,2025-04-08,31,254.78,7898.18,Marketplace,South,1,0
SALE-9309,SKU-1006,LED Desk Lamp,Electronics,2025-09-22,29,484.57,14052.53,B2B Direct,North,0,0
SALE-9310,SKU-1037,Air Fryer,Home & Kitchen,2025-04-25,48,250.76,12036.48,Mobile App,North,2,0
SALE-9311,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-09-26,8,217.33,1738.64,Mobile App,West,0,10
SALE-9312,SKU-1049,Serum 30ml,Beauty,2025-12-26,38,573.06,21776.28,Marketplace,West,0,5
SALE-9313,SKU-1025,Socks (Pack-6),Clothing,2025-11-07,33,548.8,18110.4,Marketplace,South,0,0
SALE-9314,SKU-1031,Blender,Home & Kitchen,2025-06-30,41,604.9,24800.9,Mobile App,North,0,10
SALE-9315,SKU-1031,Blender,Home & Kitchen,2026-02-14,2,504.08,1008.16,Mobile App,West,0,0
SALE-9316,SKU-1039,Dish Rack,Home & Kitchen,2026-01-17,7,325.0,2275.0,Website,Central,0,0
SALE-9317,SKU-1042,Conditioner 500ml,Beauty,2025-11-13,32,87.92,2813.44,B2B Direct,East,0,15
SALE-9318,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-03-13,49,279.9,13715.1,Website,West,0,0
SALE-9319,SKU-1024,Baseball Cap,Clothing,2025-10-16,30,124.9,3747.0,Website,North,0,15
SALE-9320,SKU-1019,Tape Dispenser,Office,2026-02-28,11,477.85,5256.35,Retail Store,West,0,0
SALE-9321,SKU-1048,Toner,Beauty,2025-04-29,37,284.78,10536.86,Retail Store,Central,0,0
SALE-9322,SKU-1035,Food Storage Containers,Home & Kitchen,2025-05-23,33,224.6,7411.8,Website,West,0,20
SALE-9323,SKU-1039,Dish Rack,Home & Kitchen,2026-02-13,23,325.0,7475.0,Marketplace,East,0,0
SALE-9324,SKU-1023,Running Shoes,Clothing,2025-08-29,48,410.32,19695.36,B2B Direct,North,0,0
SALE-9325,SKU-1022,Hoodie,Clothing,2025-09-02,27,85.9,2319.3,Marketplace,North,0,0
SALE-9326,SKU-1019,Tape Dispenser,Office,2026-01-01,6,477.85,2867.1,Website,East,0,0
SALE-9327,SKU-1020,Men T-Shirt,Clothing,2025-03-23,30,371.05,11131.5,Retail Store,Central,3,0
SALE-9328,SKU-1044,Lip Balm,Beauty,2025-10-30,38,477.06,18128.28,Website,East,0,0
SALE-9329,SKU-1006,LED Desk Lamp,Electronics,2025-11-09,7,678.4,4748.8,Mobile App,East,0,10
SALE-9330,SKU-1021,Women Jeans,Clothing,2025-05-28,40,305.44,12217.6,Marketplace,East,0,5
SALE-9331,SKU-1004,Webcam,Electronics,2025-12-03,14,479.26,6709.64,Marketplace,East,0,5
SALE-9332,SKU-1014,File Folders,Office,2026-01-17,48,290.71,13954.08,Website,Central,0,0
SALE-9333,SKU-1036,Electric Kettle,Home & Kitchen,2025-11-30,31,56.48,1750.88,Retail Store,South,0,5
SALE-9334,SKU-1019,Tape Dispenser,Office,2025-11-17,20,668.99,13379.8,Retail Store,Central,0,0
SALE-9335,SKU-1039,Dish Rack,Home & Kitchen,2025-11-22,30,455.0,13650.0,B2B Direct,South,0,5
SALE-9336,SKU-1011,A4 Paper (Ream),Office,2025-12-24,32,721.43,23085.76,Mobile App,West,2,5
SALE-9337,SKU-1039,Dish Rack,Home & Kitchen,2025-10-12,37,325.0,12025.0,Website,Central,0,0
SALE-9338,SKU-1009,Laptop Stand,Electronics,2026-02-17,49,84.62,4146.38,Marketplace,West,0,10
SALE-9339,SKU-1004,Webcam,Electronics,2026-01-22,14,342.33,4792.62,Retail Store,East,0,0
SALE-9340,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-07-02,26,260.8,6780.8,Mobile App,North,0,0
SALE-9341,SKU-1019,Tape Dispenser,Office,2025-10-27,32,477.85,15291.2,B2B Direct,West,0,0
SALE-9342,SKU-1010,Ballpoint Pens (Box),Office,2025-07-21,9,166.81,1501.29,Website,East,0,0
SALE-9343,SKU-1002,Mechanical Keyboard,Electronics,2025-11-07,2,344.53,689.06,Website,North,0,15
SALE-9344,SKU-1026,Polo Shirt,Clothing,2025-09-06,43,255.0,10965.0,Website,West,0,0
SALE-9345,SKU-1036,Electric Kettle,Home & Kitchen,2025-11-15,8,56.48,451.84,B2B Direct,Central,0,15
SALE-9346,SKU-1015,Whiteboard Markers,Office,2026-01-05,8,254.73,2037.84,Marketplace,East,0,10
SALE-9347,SKU-1047,Eye Cream,Beauty,2025-07-02,28,87.85,2459.8,Mobile App,South,0,20
SALE-9348,SKU-1028,Denim Shorts,Clothing,2025-09-29,17,191.99,3263.83,B2B Direct,North,0,5
SALE-9349,SKU-1007,Power Bank,Electronics,2025-08-13,35,304.06,10642.1,Retail Store,West,0,0
SALE-9350,SKU-1009,Laptop Stand,Electronics,2025-09-05,31,84.62,2623.22,Marketplace,East,0,15
SALE-9351,SKU-1002,Mechanical Keyboard,Electronics,2026-02-06,4,246.09,984.36,Mobile App,East,0,5
SALE-9352,SKU-1044,Lip Balm,Beauty,2025-09-05,44,477.06,20990.64,Website,Central,0,0
SALE-9353,SKU-1025,Socks (Pack-6),Clothing,2025-07-12,20,470.4,9408.0,Website,South,0,15
SALE-9354,SKU-1028,Denim Shorts,Clothing,2026-01-21,21,191.99,4031.79,Retail Store,North,0,10
SALE-9355,SKU-1031,Blender,Home & Kitchen,2025-10-31,48,504.08,24195.84,Retail Store,East,0,15
SALE-9356,SKU-1006,LED Desk Lamp,Electronics,2025-05-25,45,484.57,21805.65,Marketplace,Central,0,5
SALE-9357,SKU-1035,Food Storage Containers,Home & Kitchen,2025-08-18,30,224.6,6738.0,Website,North,0,5
SALE-9358,SKU-1041,Shampoo 500ml,Beauty,2025-05-12,1,344.31,344.31,Retail Store,South,0,5
SALE-9359,SKU-1007,Power Bank,Electronics,2025-05-23,16,304.06,4864.96,B2B Direct,South,0,10
SALE-9360,SKU-1020,Men T-Shirt,Clothing,2025-10-21,31,371.05,11502.55,Mobile App,East,0,10
SALE-9361,SKU-1018,Scissors,Office,2025-06-13,6,151.19,907.14,Retail Store,East,0,0
SALE-9362,SKU-1036,Electric Kettle,Home & Kitchen,2025-06-26,2,48.41,96.82,Website,Central,0,0
SALE-9363,SKU-1005,Monitor Stand,Electronics,2025-10-26,13,357.41,4646.33,Marketplace,South,0,0
SALE-9364,SKU-1016,Desk Organizer,Office,2025-05-19,6,317.54,1905.24,Marketplace,South,0,10
SALE-9365,SKU-1027,Winter Jacket,Clothing,2025-10-22,44,483.4,21269.6,Retail Store,North,0,0
SALE-9366,SKU-1017,Printer Ink Cartridge,Office,2025-07-29,48,704.45,33813.6,Retail Store,West,0,0
SALE-9367,SKU-1013,Stapler,Office,2025-07-26,47,235.27,11057.69,Mobile App,West,0,0
SALE-9368,SKU-1018,Scissors,Office,2025-07-16,16,151.19,2419.04,B2B Direct,West,0,5
SALE-9369,SKU-1029,Sport Leggings,Clothing,2025-04-16,1,72.05,72.05,Retail Store,South,2,0
SALE-9370,SKU-1013,Stapler,Office,2025-09-16,46,196.06,9018.76,Retail Store,Central,0,5
SALE-9371,SKU-1003,Gaming Mouse,Electronics,2025-08-21,16,333.92,5342.72,Retail Store,East,3,20
SALE-9372,SKU-1038,Mixing Bowls Set,Home & Kitchen,2026-03-02,48,217.33,10431.84,Website,North,0,0
SALE-9373,SKU-1025,Socks (Pack-6),Clothing,2026-02-10,24,392.0,9408.0,Mobile App,Central,0,0
SALE-9374,SKU-1032,Non-stick Pan,Home & Kitchen,2025-11-11,22,530.28,11666.16,Retail Store,South,0,5
SALE-9375,SKU-1009,Laptop Stand,Electronics,2025-07-15,8,101.54,812.32,Marketplace,North,0,20
SALE-9376,SKU-1017,Printer Ink Cartridge,Office,2025-09-04,28,587.04,16437.12,Marketplace,East,0,15
SALE-9377,SKU-1033,Cutting Board,Home & Kitchen,2025-08-11,28,355.21,9945.88,Mobile App,East,3,10
SALE-9378,SKU-1009,Laptop Stand,Electronics,2025-12-13,43,118.47,5094.21,Retail Store,North,0,0
SALE-9379,SKU-1002,Mechanical Keyboard,Electronics,2025-10-30,17,246.09,4183.53,Mobile App,West,0,15
SALE-9380,SKU-1031,Blender,Home & Kitchen,2025-03-24,29,504.08,14618.32,Marketplace,Central,0,0
SALE-9381,SKU-1046,Body Lotion,Beauty,2025-05-18,8,43.01,344.08,Marketplace,North,0,0
SALE-9382,SKU-1010,Ballpoint Pens (Box),Office,2025-11-19,18,194.61,3502.98,B2B Direct,Central,0,20
SALE-9383,SKU-1033,Cutting Board,Home & Kitchen,2025-12-21,12,497.29,5967.48,Retail Store,North,0,5
SALE-9384,SKU-1021,Women Jeans,Clothing,2025-03-17,19,305.44,5803.36,Website,West,0,20
SALE-9385,SKU-1020,Men T-Shirt,Clothing,2025-05-21,2,371.05,742.1,Website,West,0,0
SALE-9386,SKU-1017,Printer Ink Cartridge,Office,2026-01-02,43,587.04,25242.72,Website,East,0,20
SALE-9387,SKU-1020,Men T-Shirt,Clothing,2025-12-20,9,519.47,4675.23,Mobile App,North,0,10
SALE-9388,SKU-1047,Eye Cream,Beauty,2025-04-09,36,73.21,2635.56,B2B Direct,West,0,0
SALE-9389,SKU-1049,Serum 30ml,Beauty,2025-09-24,6,409.33,2455.98,Website,South,0,0
SALE-9390,SKU-1041,Shampoo 500ml,Beauty,2026-02-01,10,344.31,3443.1,Website,East,0,10
SALE-9391,SKU-1019,Tape Dispenser,Office,2026-02-17,39,477.85,18636.15,Mobile App,East,0,0
SALE-9392,SKU-1012,Sticky Notes Pack,Office,2025-11-09,29,356.69,10344.01,Retail Store,West,0,0
SALE-9393,SKU-1048,Toner,Beauty,2025-10-06,24,284.78,6834.72,B2B Direct,South,0,0
SALE-9394,SKU-1032,Non-stick Pan,Home & Kitchen,2025-08-25,30,378.77,11363.1,Mobile App,South,0,5
SALE-9395,SKU-1005,Monitor Stand,Electronics,2025-07-30,30,428.89,12866.7,Retail Store,North,0,20
SALE-9396,SKU-1043,Sunscreen SPF50,Beauty,2025-08-04,16,334.2,5347.2,B2B Direct,West,0,5
SALE-9397,SKU-1002,Mechanical Keyboard,Electronics,2025-11-21,7,344.53,2411.71,B2B Direct,West,0,5
SALE-9398,SKU-1036,Electric Kettle,Home & Kitchen,2025-07-11,23,48.41,1113.43,Marketplace,Central,0,0
SALE-9399,SKU-1047,Eye Cream,Beauty,2026-02-05,30,73.21,2196.3,Mobile App,South,0,0
SALE-9400,SKU-1045,Hand Cream,Beauty,2025-08-03,21,336.24,7061.04,B2B Direct,West,0,10
SALE-9401,SKU-1021,Women Jeans,Clothing,2025-06-07,14,366.53,5131.42,Mobile App,North,3,0
SALE-9402,SKU-1043,Sunscreen SPF50,Beauty,2025-04-27,28,334.2,9357.6,B2B Direct,North,0,0
SALE-9403,SKU-1041,Shampoo 500ml,Beauty,2025-11-03,30,482.03,14460.9,Retail Store,Central,0,5
SALE-9404,SKU-1039,Dish Rack,Home & Kitchen,2025-09-04,45,325.0,14625.0,Retail Store,East,0,0
SALE-9405,SKU-1007,Power Bank,Electronics,2025-03-12,45,304.06,13682.7,Mobile App,North,0,0
SALE-9406,SKU-1015,Whiteboard Markers,Office,2025-10-13,41,254.73,10443.93,B2B Direct,South,0,0
SALE-9407,SKU-1030,Coffee Maker,Home & Kitchen,2025-10-06,2,420.91,841.82,Website,South,0,0
SALE-9408,SKU-1031,Blender,Home & Kitchen,2025-10-31,2,504.08,1008.16,Retail Store,Central,0,5
SALE-9409,SKU-1025,Socks (Pack-6),Clothing,2025-03-30,22,392.0,8624.0,Website,North,0,0
SALE-9410,SKU-1026,Polo Shirt,Clothing,2025-11-12,48,357.0,17136.0,B2B Direct,Central,0,0
SALE-9411,SKU-1031,Blender,Home & Kitchen,2025-09-24,32,504.08,16130.56,B2B Direct,Central,0,5
SALE-9412,SKU-1031,Blender,Home & Kitchen,2025-06-30,46,604.9,27825.4,Website,Central,0,0
SALE-9413,SKU-1004,Webcam,Electronics,2025-07-19,42,410.8,17253.6,Retail Store,West,0,15
SALE-9414,SKU-1022,Hoodie,Clothing,2025-10-19,45,85.9,3865.5,Retail Store,North,0,0
SALE-9415,SKU-1022,Hoodie,Clothing,2025-10-14,15,85.9,1288.5,B2B Direct,South,3,0
SALE-9416,SKU-1038,Mixing Bowls Set,Home & Kitchen,2026-02-03,30,217.33,6519.9,Mobile App,East,0,20
SALE-9417,SKU-1043,Sunscreen SPF50,Beauty,2026-02-01,48,334.2,16041.6,Marketplace,West,0,0
SALE-9418,SKU-1047,Eye Cream,Beauty,2025-04-17,43,73.21,3148.03,Retail Store,South,0,5
SALE-9419,SKU-1006,LED Desk Lamp,Electronics,2025-10-02,32,484.57,15506.24,Marketplace,South,0,20
SALE-9420,SKU-1022,Hoodie,Clothing,2025-07-15,23,103.08,2370.84,Mobile App,South,0,0
SALE-9421,SKU-1027,Winter Jacket,Clothing,2025-05-01,40,483.4,19336.0,Mobile App,North,0,0
SALE-9422,SKU-1021,Women Jeans,Clothing,2025-09-01,50,305.44,15272.0,Website,Central,0,15
SALE-9423,SKU-1032,Non-stick Pan,Home & Kitchen,2026-01-07,43,378.77,16287.11,Website,North,0,20
SALE-9424,SKU-1048,Toner,Beauty,2025-04-29,7,284.78,1993.46,B2B Direct,Central,0,0
SALE-9425,SKU-1006,LED Desk Lamp,Electronics,2025-05-28,41,484.57,19867.37,Website,South,0,0
SALE-9426,SKU-1028,Denim Shorts,Clothing,2025-11-18,32,268.79,8601.28,Website,South,0,10
SALE-9427,SKU-1007,Power Bank,Electronics,2025-06-15,29,364.87,10581.23,Retail Store,North,0,0
SALE-9428,SKU-1018,Scissors,Office,2025-11-17,11,176.39,1940.29,Website,East,0,0
SALE-9429,SKU-1040,Face Moisturizer,Beauty,2026-02-07,16,215.83,3453.28,Mobile App,Central,0,0
SALE-9430,SKU-1027,Winter Jacket,Clothing,2025-10-01,27,483.4,13051.8,Retail Store,Central,0,0
SALE-9431,SKU-1009,Laptop Stand,Electronics,2025-03-09,46,84.62,3892.52,B2B Direct,North,0,0
SALE-9432,SKU-1049,Serum 30ml,Beauty,2025-05-27,28,409.33,11461.24,Website,West,0,5
SALE-9433,SKU-1036,Electric Kettle,Home & Kitchen,2025-04-02,41,40.34,1653.94,B2B Direct,East,0,5
SALE-9434,SKU-1035,Food Storage Containers,Home & Kitchen,2025-08-06,47,224.6,10556.2,Marketplace,East,0,15
SALE-9435,SKU-1039,Dish Rack,Home & Kitchen,2025-05-18,45,325.0,14625.0,Retail Store,West,0,5
SALE-9436,SKU-1039,Dish Rack,Home & Kitchen,2026-01-31,29,325.0,9425.0,Marketplace,West,0,0
SALE-9437,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-08-22,25,279.9,6997.5,Mobile App,Central,0,0
SALE-9438,SKU-1035,Food Storage Containers,Home & Kitchen,2025-08-10,34,224.6,7636.4,Marketplace,South,0,10
SALE-9439,SKU-1037,Air Fryer,Home & Kitchen,2025-07-14,16,300.91,4814.56,Marketplace,West,0,0
SALE-9440,SKU-1023,Running Shoes,Clothing,2025-07-14,41,492.38,20187.58,B2B Direct,East,0,5
SALE-9441,SKU-1007,Power Bank,Electronics,2025-10-19,20,304.06,6081.2,B2B Direct,North,0,0
SALE-9442,SKU-1047,Eye Cream,Beauty,2025-12-26,37,102.49,3792.13,B2B Direct,Central,0,0
SALE-9443,SKU-1045,Hand Cream,Beauty,2025-12-22,44,470.74,20712.56,Mobile App,West,0,0
SALE-9444,SKU-1033,Cutting Board,Home & Kitchen,2025-12-27,13,497.29,6464.77,Marketplace,West,0,0
SALE-9445,SKU-1026,Polo Shirt,Clothing,2025-04-14,6,255.0,1530.0,Website,West,0,0
SALE-9446,SKU-1023,Running Shoes,Clothing,2026-02-13,34,410.32,13950.88,Retail Store,Central,0,0
SALE-9447,SKU-1016,Desk Organizer,Office,2025-12-28,32,444.56,14225.92,Retail Store,West,3,0
SALE-9448,SKU-1026,Polo Shirt,Clothing,2025-05-26,10,255.0,2550.0,B2B Direct,South,0,0
SALE-9449,SKU-1045,Hand Cream,Beauty,2025-11-21,34,470.74,16005.16,Website,South,0,10
SALE-9450,SKU-1035,Food Storage Containers,Home & Kitchen,2025-09-09,8,224.6,1796.8,B2B Direct,West,0,5
SALE-9451,SKU-1002,Mechanical Keyboard,Electronics,2025-11-26,10,344.53,3445.3,Website,East,2,0
SALE-9452,SKU-1031,Blender,Home & Kitchen,2025-03-18,10,504.08,5040.8,Mobile App,Central,0,15
SALE-9453,SKU-1018,Scissors,Office,2025-06-22,12,151.19,1814.28,Retail Store,North,0,0
SALE-9454,SKU-1002,Mechanical Keyboard,Electronics,2025-10-03,31,246.09,7628.79,B2B Direct,East,0,0
SALE-9455,SKU-1024,Baseball Cap,Clothing,2025-11-02,47,174.86,8218.42,B2B Direct,South,0,0
SALE-9456,SKU-1028,Denim Shorts,Clothing,2026-02-08,29,191.99,5567.71,Mobile App,East,0,5
SALE-9457,SKU-1026,Polo Shirt,Clothing,2025-09-18,15,255.0,3825.0,Retail Store,East,0,5
SALE-9458,SKU-1028,Denim Shorts,Clothing,2025-07-24,42,230.39,9676.38,Website,South,0,5
SALE-9459,SKU-1049,Serum 30ml,Beauty,2026-03-01,20,409.33,8186.6,B2B Direct,North,0,0
SALE-9460,SKU-1039,Dish Rack,Home & Kitchen,2025-12-06,37,455.0,16835.0,Website,Central,0,0
SALE-9461,SKU-1001,USB-C Hub,Electronics,2025-05-04,43,507.79,21834.97,B2B Direct,South,0,0
SALE-9462,SKU-1045,Hand Cream,Beauty,2025-12-25,29,470.74,13651.46,Website,Central,0,5
SALE-9463,SKU-1031,Blender,Home & Kitchen,2025-03-15,22,504.08,11089.76,Retail Store,South,0,5
SALE-9464,SKU-1024,Baseball Cap,Clothing,2025-07-13,6,149.88,899.28,Website,North,0,0
SALE-9465,SKU-1016,Desk Organizer,Office,2025-04-18,10,317.54,3175.4,Marketplace,West,0,5
SALE-9466,SKU-1020,Men T-Shirt,Clothing,2025-06-04,2,445.26,890.52,Website,East,0,0
SALE-9467,SKU-1020,Men T-Shirt,Clothing,2025-07-14,25,445.26,11131.5,Website,North,0,5
SALE-9468,SKU-1015,Whiteboard Markers,Office,2025-11-11,33,356.62,11768.46,B2B Direct,West,0,0
SALE-9469,SKU-1035,Food Storage Containers,Home & Kitchen,2025-09-28,5,224.6,1123.0,Retail Store,North,0,15
SALE-9470,SKU-1001,USB-C Hub,Electronics,2025-07-19,36,609.35,21936.6,B2B Direct,North,0,5
SALE-9471,SKU-1008,Smart Speaker,Electronics,2025-08-06,37,213.01,7881.37,Retail Store,West,0,5
SALE-9472,SKU-1009,Laptop Stand,Electronics,2025-09-11,35,84.62,2961.7,Mobile App,South,3,20
SALE-9473,SKU-1035,Food Storage Containers,Home & Kitchen,2025-10-21,3,224.6,673.8,Website,West,0,20
SALE-9474,SKU-1000,Wireless Earbuds,Electronics,2025-04-03,31,376.49,11671.19,Marketplace,Central,0,0
SALE-9475,SKU-1022,Hoodie,Clothing,2026-01-21,14,85.9,1202.6,B2B Direct,Central,0,10
SALE-9476,SKU-1036,Electric Kettle,Home & Kitchen,2025-04-08,20,40.34,806.8,Website,West,0,0
SALE-9477,SKU-1035,Food Storage Containers,Home & Kitchen,2025-07-25,28,269.52,7546.56,Mobile App,Central,3,0
SALE-9478,SKU-1043,Sunscreen SPF50,Beauty,2025-08-26,41,334.2,13702.2,Marketplace,West,0,20
SALE-9479,SKU-1021,Women Jeans,Clothing,2025-06-19,30,366.53,10995.9,B2B Direct,East,1,0
SALE-9480,SKU-1000,Wireless Earbuds,Electronics,2026-01-09,31,376.49,11671.19,Website,North,0,5
SALE-9481,SKU-1044,Lip Balm,Beauty,2026-02-27,32,477.06,15265.92,Retail Store,Central,0,5
SALE-9482,SKU-1004,Webcam,Electronics,2025-12-04,2,479.26,958.52,Retail Store,North,2,0
SALE-9483,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-09-03,25,217.33,5433.25,Mobile App,North,0,15
